,Year,Month,Day,Hour,Minute,wind direction at 80m (deg),wind speed at 80m (m/s)
91,2013,4,28,15,10,132.1,1.9
92,2013,4,28,15,20,109.1,1.5
93,2013,4,28,15,30,126.5,1.2
94,2013,4,28,15,40,120.7,0.9
95,2013,4,28,15,50,112.4,1.2
96,2013,4,28,16,00,173.3,1.6
97,2013,4,28,16,10,193.1,1.2
98,2013,4,28,16,20,211.6,1.5
99,2013,4,28,16,30,204.6,1.7
100,2013,4,28,16,40,217.3,1.9
101,2013,4,28,16,50,294.9,1.1
102,2013,4,28,17,00,304,0.8
103,2013,4,28,17,10,300.2,1.1
104,2013,4,28,17,20,284.8,2.1
105,2013,4,28,17,30,284.6,2.8
106,2013,4,28,17,40,289.4,3.4
107,2013,4,28,17,50,288.8,4.9
108,2013,4,28,18,00,289.4,4.8
109,2013,4,28,18,10,289,4.2
110,2013,4,28,18,20,291.4,4.8
111,2013,4,28,18,30,298.4,4.9
112,2013,4,28,18,40,301.6,4.3
113,2013,4,28,18,50,306.6,4
114,2013,4,28,19,00,322.9,2.8
115,2013,4,28,19,10,331.5,2.5
116,2013,4,28,19,20,320.4,4.4
117,2013,4,28,19,30,320.9,4.3
118,2013,4,28,19,40,321.2,5
119,2013,4,28,19,50,323,5.7
120,2013,4,28,20,00,320.3,5.6
121,2013,4,28,20,10,318.1,5.5
122,2013,4,28,20,20,319.2,5.3
123,2013,4,28,20,30,326.9,4.9
124,2013,4,28,20,40,328.5,4.8
125,2013,4,28,20,50,323.7,4.4
126,2013,4,28,21,00,318.2,3.8
127,2013,4,28,21,10,318.1,3.9
128,2013,4,28,21,20,314.1,4.1
129,2013,4,28,21,30,318.2,4.3
130,2013,4,28,21,40,325.9,4.2
131,2013,4,28,21,50,321.6,5.2
132,2013,4,28,22,00,334.2,4.1
133,2013,4,28,22,10,335.4,3.7
134,2013,4,28,22,20,333.4,3.7
135,2013,4,28,22,30,331.3,3.3
136,2013,4,28,22,40,323.5,5
137,2013,4,28,22,50,317.6,5
138,2013,4,28,23,00,313.1,6
139,2013,4,28,23,10,315.9,6
140,2013,4,28,23,20,315,6.4
141,2013,4,28,23,30,318,6.1
142,2013,4,28,23,40,314.4,6.2
143,2013,4,28,23,50,316.2,5.6
144,2013,4,29,0,00,317.8,5.5
145,2013,4,29,0,10,326.2,5
146,2013,4,29,0,20,336.3,4.3
147,2013,4,29,0,30,339.2,4.1
148,2013,4,29,0,40,342.5,3.8
149,2013,4,29,0,50,345.8,3.4
150,2013,4,29,1,00,343,3.3
151,2013,4,29,1,10,339.8,3.1
152,2013,4,29,1,20,333.5,2.7
153,2013,4,29,1,30,331.7,2.2
154,2013,4,29,1,40,342.8,1.6
155,2013,4,29,1,50,3.7,1.7
156,2013,4,29,2,00,25.7,2
157,2013,4,29,2,10,13.4,1.9
158,2013,4,29,2,20,355.1,1.5
159,2013,4,29,2,30,6.2,1.3
160,2013,4,29,2,40,26.7,0.9
161,2013,4,29,2,50,61,0.9
162,2013,4,29,3,00,59.9,0.6
163,2013,4,29,3,10,2.1,0.4
164,2013,4,29,3,20,219.4,0.9
165,2013,4,29,3,30,218.7,0.9
166,2013,4,29,3,40,197.3,1.7
167,2013,4,29,3,50,189.5,1.8
168,2013,4,29,4,00,196.1,1.7
169,2013,4,29,4,10,220.5,2
170,2013,4,29,4,20,227.4,2.7
171,2013,4,29,4,30,233.3,2.9
172,2013,4,29,4,40,236.9,3.3
173,2013,4,29,4,50,237.3,3.7
174,2013,4,29,5,00,237.8,3.6
175,2013,4,29,5,10,236.5,4
176,2013,4,29,5,20,232.7,3.8
177,2013,4,29,5,30,236.8,3.8
178,2013,4,29,5,40,236.4,3.7
179,2013,4,29,5,50,235.2,3.9
180,2013,4,29,6,00,227.9,4.5
181,2013,4,29,6,10,231,4.5
182,2013,4,29,6,20,228.8,4.2
183,2013,4,29,6,30,228.8,4.3
184,2013,4,29,6,40,225.2,4.3
185,2013,4,29,6,50,222.4,4.1
186,2013,4,29,7,00,222.9,3.8
187,2013,4,29,7,10,215.6,3.7
188,2013,4,29,7,20,210.5,3.9
189,2013,4,29,7,30,209.6,4.2
190,2013,4,29,7,40,214.7,4.4
191,2013,4,29,7,50,213.5,4.2
192,2013,4,29,8,00,208.3,4
193,2013,4,29,8,10,202.2,4.1
194,2013,4,29,8,20,203.5,4.1
195,2013,4,29,8,30,191.8,3.9
196,2013,4,29,8,40,197.7,4.1
197,2013,4,29,8,50,202.6,4.6
198,2013,4,29,9,00,207.8,4.8
199,2013,4,29,9,10,192.6,4.4
200,2013,4,29,9,20,187.4,4.6
201,2013,4,29,9,30,185.4,4.7
202,2013,4,29,9,40,188.4,5.1
203,2013,4,29,9,50,181.6,5.4
204,2013,4,29,10,00,177.5,5.4
205,2013,4,29,10,10,183.6,5.6
206,2013,4,29,10,20,184.2,5.5
207,2013,4,29,10,30,181.6,5.6
208,2013,4,29,10,40,180.6,6
209,2013,4,29,10,50,179.5,6.6
210,2013,4,29,11,00,182.9,6.7
211,2013,4,29,11,10,180.8,7
212,2013,4,29,11,20,178.8,7.2
213,2013,4,29,11,30,179.9,7.5
214,2013,4,29,11,40,183.6,7.9
215,2013,4,29,11,50,187,8.3
216,2013,4,29,12,00,189.2,8.6
217,2013,4,29,12,10,182.2,8.4
218,2013,4,29,12,20,179.2,8.5
219,2013,4,29,12,30,177.5,8.5
220,2013,4,29,12,40,179.6,8.6
221,2013,4,29,12,50,177.6,9.3
222,2013,4,29,13,00,177.5,9
223,2013,4,29,13,10,175.4,8.4
224,2013,4,29,13,20,173.9,8.7
225,2013,4,29,13,30,173.3,8.4
226,2013,4,29,13,40,168.1,8.2
227,2013,4,29,13,50,170.5,8.2
228,2013,4,29,14,00,172.3,8.8
229,2013,4,29,14,10,173.4,9
230,2013,4,29,14,20,174.3,9.1
231,2013,4,29,14,30,175.9,8.9
232,2013,4,29,14,40,178.8,8.6
233,2013,4,29,14,50,179.1,8.8
234,2013,4,29,15,00,180.9,8.5
235,2013,4,29,15,10,183.2,8.1
236,2013,4,29,15,20,183.2,8.1
237,2013,4,29,15,30,183.2,8.1
238,2013,4,29,15,40,184.8,8
239,2013,4,29,15,50,183.9,7.6
240,2013,4,29,16,00,187.5,7
241,2013,4,29,16,10,183.7,7.4
242,2013,4,29,16,20,183.9,7.9
243,2013,4,29,16,30,190.2,8
244,2013,4,29,16,40,195.4,8.2
245,2013,4,29,16,50,192.2,8.7
246,2013,4,29,17,00,193.2,8.4
247,2013,4,29,17,10,192.2,8.7
248,2013,4,29,17,20,196.4,9.5
249,2013,4,29,17,30,196.6,9.9
250,2013,4,29,17,40,200.2,10
251,2013,4,29,17,50,199.1,9.9
252,2013,4,29,18,00,199.3,10.1
253,2013,4,29,18,10,204.2,10.2
254,2013,4,29,18,20,202.4,9.6
255,2013,4,29,18,30,204.7,9.5
256,2013,4,29,18,40,204.1,10.2
257,2013,4,29,18,50,206.7,11
258,2013,4,29,19,00,207.9,11.2
259,2013,4,29,19,10,207.8,10.6
260,2013,4,29,19,20,205.4,10.1
261,2013,4,29,19,30,204.5,10.2
262,2013,4,29,19,40,200.3,9.9
263,2013,4,29,19,50,202.6,9.7
264,2013,4,29,20,00,204.9,9.9
265,2013,4,29,20,10,201.8,10
266,2013,4,29,20,20,204.1,10.3
267,2013,4,29,20,30,204.6,10.7
268,2013,4,29,20,40,205.1,11.3
269,2013,4,29,20,50,206.4,11.5
270,2013,4,29,21,00,208.1,12.6
271,2013,4,29,21,10,204,11.4
272,2013,4,29,21,20,195.4,10.8
273,2013,4,29,21,30,186.4,9.9
274,2013,4,29,21,40,180,9.9
275,2013,4,29,21,50,186.1,10.4
276,2013,4,29,22,00,185.7,10.6
277,2013,4,29,22,10,184.2,10.6
278,2013,4,29,22,20,190.9,10.2
279,2013,4,29,22,30,185.7,9.4
280,2013,4,29,22,40,182.3,9.9
281,2013,4,29,22,50,183.3,9.2
282,2013,4,29,23,00,186,9
283,2013,4,29,23,10,185.6,9.8
284,2013,4,29,23,20,188,7.8
285,2013,4,29,23,30,186.1,6.8
286,2013,4,29,23,40,180.9,7
287,2013,4,29,23,50,181.2,6.7
288,2013,4,30,0,00,180,6.5
289,2013,4,30,0,10,191.7,7.6
290,2013,4,30,0,20,185.5,8
291,2013,4,30,0,30,171.3,7
292,2013,4,30,0,40,181.2,8.1
293,2013,4,30,0,50,187,10.2
294,2013,4,30,1,00,186.2,10.4
295,2013,4,30,1,10,183,9.6
296,2013,4,30,1,20,181.1,9.7
297,2013,4,30,1,30,178.2,10.7
298,2013,4,30,1,40,179.4,11.6
299,2013,4,30,1,50,176,11.2
300,2013,4,30,2,00,170.7,10.6
301,2013,4,30,2,10,169.7,11.1
302,2013,4,30,2,20,164.4,10.6
303,2013,4,30,2,30,159.1,9.6
304,2013,4,30,2,40,158.2,9.5
305,2013,4,30,2,50,158.3,9.8
306,2013,4,30,3,00,149.6,9.8
307,2013,4,30,3,10,148.6,9.5
308,2013,4,30,3,20,151.2,9.4
309,2013,4,30,3,30,155.9,9.5
310,2013,4,30,3,40,159.9,9.8
311,2013,4,30,3,50,166.3,10.9
312,2013,4,30,4,00,162.9,11
313,2013,4,30,4,10,159.3,10.4
314,2013,4,30,4,20,167.6,11
315,2013,4,30,4,30,169.1,11.3
316,2013,4,30,4,40,169.8,12.1
317,2013,4,30,4,50,168.7,12.5
318,2013,4,30,5,00,171.7,13
319,2013,4,30,5,10,171.9,13.5
320,2013,4,30,5,20,171,13.3
321,2013,4,30,5,30,173.3,15
322,2013,4,30,5,40,172,15
323,2013,4,30,5,50,168.2,14.4
324,2013,4,30,6,00,166.7,14.4
325,2013,4,30,6,10,168.2,15.1
326,2013,4,30,6,20,166.5,15.3
327,2013,4,30,6,30,165.3,15.3
328,2013,4,30,6,40,164.3,15.5
329,2013,4,30,6,50,165.6,16.4
330,2013,4,30,7,00,166.7,15.8
331,2013,4,30,7,10,169.4,14.6
332,2013,4,30,7,20,171.7,14.7
333,2013,4,30,7,30,175.1,17.7
334,2013,4,30,7,40,175.1,17.7
335,2013,4,30,7,50,165.2,14.5
336,2013,4,30,8,00,161.1,14.7
337,2013,4,30,8,10,156.3,15
338,2013,4,30,8,20,159.9,15.8
339,2013,4,30,8,30,162.1,17.2
340,2013,4,30,8,40,161.9,17.5
341,2013,4,30,8,50,163.2,17.6
342,2013,4,30,9,00,165.8,19.3
343,2013,4,30,9,10,159,15.6
344,2013,4,30,9,20,160.1,16.2
345,2013,4,30,9,30,163.3,17.1
346,2013,4,30,9,40,167.1,18.4
347,2013,4,30,9,50,165.4,18.6
348,2013,4,30,10,00,166.5,18.8
349,2013,4,30,10,10,165.1,18.5
350,2013,4,30,10,20,159.9,17.3
351,2013,4,30,10,30,156.8,15
352,2013,4,30,10,40,155.5,14.9
353,2013,4,30,10,50,157.6,15.1
354,2013,4,30,11,00,153.4,15.3
355,2013,4,30,11,10,156.7,15.4
356,2013,4,30,11,20,166.7,16.1
357,2013,4,30,11,30,168.9,17.1
358,2013,4,30,11,40,168.6,18.1
359,2013,4,30,11,50,171.1,17.3
360,2013,4,30,12,00,169,15.4
361,2013,4,30,12,10,171.6,15.3
362,2013,4,30,12,20,179.6,14.7
363,2013,4,30,12,30,181.3,16.1
364,2013,4,30,12,40,180.3,15.5
365,2013,4,30,12,50,177.7,15.4
366,2013,4,30,13,00,175.8,15.6
367,2013,4,30,13,10,172.7,15.6
368,2013,4,30,13,20,171.1,14.8
369,2013,4,30,13,30,170.1,15.1
370,2013,4,30,13,40,167.7,15.1
371,2013,4,30,13,50,164,16.1
372,2013,4,30,14,00,165.6,17.1
373,2013,4,30,14,10,162.1,17.8
374,2013,4,30,14,20,161,17.5
375,2013,4,30,14,30,161.6,16.1
376,2013,4,30,14,40,159.3,14.5
377,2013,4,30,14,50,159.9,14.3
378,2013,4,30,15,00,159.9,15.1
379,2013,4,30,15,10,160.8,14.8
380,2013,4,30,15,20,158.8,14.4
381,2013,4,30,15,30,157,13.6
382,2013,4,30,15,40,155.5,13.3
383,2013,4,30,15,50,156.8,13.1
384,2013,4,30,16,00,151.3,13
385,2013,4,30,16,10,153.3,12.4
386,2013,4,30,16,20,151,12.6
387,2013,4,30,16,30,150.2,12.9
388,2013,4,30,16,40,147.5,13
389,2013,4,30,16,50,146.5,13.4
390,2013,4,30,17,00,149.8,13
391,2013,4,30,17,10,151.7,12.6
392,2013,4,30,17,20,150.4,13.7
393,2013,4,30,17,30,152,14.4
394,2013,4,30,17,40,156.1,14
395,2013,4,30,17,50,156.8,14
396,2013,4,30,18,00,158.5,14.3
397,2013,4,30,18,10,160.2,14.2
398,2013,4,30,18,20,160,14.5
399,2013,4,30,18,30,158.7,14.1
400,2013,4,30,18,40,161,14
401,2013,4,30,18,50,161.5,13.9
402,2013,4,30,19,00,164,14.5
403,2013,4,30,19,10,167.6,15
404,2013,4,30,19,20,169.9,16
405,2013,4,30,19,30,171.6,16.2
406,2013,4,30,19,40,173.3,16.6
407,2013,4,30,19,50,173.8,16.8
408,2013,4,30,20,00,175.5,16.8
409,2013,4,30,20,10,176.4,16.5
410,2013,4,30,20,20,178.9,17.1
411,2013,4,30,20,30,179.5,17.2
412,2013,4,30,20,40,182,17.3
413,2013,4,30,20,50,185.1,17.7
414,2013,4,30,21,00,187,17.8
415,2013,4,30,21,10,186.6,17.3
416,2013,4,30,21,20,190.1,17.5
417,2013,4,30,21,30,186.2,16.9
418,2013,4,30,21,40,189.2,16.6
419,2013,4,30,21,50,186.7,16
420,2013,4,30,22,00,184.9,15.3
421,2013,4,30,22,10,186.2,14.8
422,2013,4,30,22,20,184.9,15.1
423,2013,4,30,22,30,185.7,15.2
424,2013,4,30,22,40,184.5,15.5
425,2013,4,30,22,50,186.8,15.9
426,2013,4,30,23,00,186,15.9
427,2013,4,30,23,10,184.8,16.7
428,2013,4,30,23,20,183.8,16.5
429,2013,4,30,23,30,184,17.2
430,2013,4,30,23,40,183.1,17.2
431,2013,4,30,23,50,181.7,17.8
432,2013,5,1,0,00,181.3,17.8
433,2013,5,1,0,10,183.8,18.2
434,2013,5,1,0,20,182.5,18.1
435,2013,5,1,0,30,180.9,17.7
436,2013,5,1,0,40,182.4,18.2
437,2013,5,1,0,50,183.1,18.5
438,2013,5,1,1,00,181.7,17.7
439,2013,5,1,1,10,183.2,17.5
440,2013,5,1,1,20,183.3,18
441,2013,5,1,1,30,183.1,17.7
442,2013,5,1,1,40,185.1,18.5
443,2013,5,1,1,50,186.2,19.1
444,2013,5,1,2,00,181.6,17.9
445,2013,5,1,2,10,179.4,17.6
446,2013,5,1,2,20,179.9,17.5
447,2013,5,1,2,30,179.2,17.1
448,2013,5,1,2,40,178,17.2
449,2013,5,1,2,50,177.7,17.4
450,2013,5,1,3,00,174.7,17.4
451,2013,5,1,3,10,176.2,17.3
452,2013,5,1,3,20,176.9,17.8
453,2013,5,1,3,30,177.3,18.5
454,2013,5,1,3,40,179.1,18.8
455,2013,5,1,3,50,179.2,18.7
456,2013,5,1,4,00,180,18.6
457,2013,5,1,4,10,179.8,18.7
458,2013,5,1,4,20,180.7,18.6
459,2013,5,1,4,30,181.5,18.6
460,2013,5,1,4,40,180.3,18.5
461,2013,5,1,4,50,181.5,18.4
462,2013,5,1,5,00,182.1,18.3
463,2013,5,1,5,10,182.1,18.2
464,2013,5,1,5,20,184.2,18.3
465,2013,5,1,5,30,185.8,18.5
466,2013,5,1,5,40,187.8,18.4
467,2013,5,1,5,50,189.3,18.3
468,2013,5,1,6,00,191.2,17.9
469,2013,5,1,6,10,192.3,17.7
470,2013,5,1,6,20,193.5,17.5
471,2013,5,1,6,30,192.9,17.2
472,2013,5,1,6,40,192.1,17.3
473,2013,5,1,6,50,193.8,17.2
474,2013,5,1,7,00,194.8,16.9
475,2013,5,1,7,10,195.8,16.8
476,2013,5,1,7,20,194.6,16.4
477,2013,5,1,7,30,193.9,16.3
478,2013,5,1,7,40,194.3,16
479,2013,5,1,7,50,194.8,15.6
480,2013,5,1,8,00,195.9,15.5
481,2013,5,1,8,10,198.5,15.7
482,2013,5,1,8,20,199.4,16.1
483,2013,5,1,8,30,200.6,15.8
484,2013,5,1,8,40,199.5,15.8
485,2013,5,1,8,50,198.4,15.5
486,2013,5,1,9,00,199.6,15.5
487,2013,5,1,9,10,198.5,15.6
488,2013,5,1,9,20,198.8,15.4
489,2013,5,1,9,30,197.8,15.3
490,2013,5,1,9,40,197.2,15.2
491,2013,5,1,9,50,199,15
492,2013,5,1,10,00,197.6,15.2
493,2013,5,1,10,10,195.9,15.5
494,2013,5,1,10,20,195.8,15.8
495,2013,5,1,10,30,195.9,15.7
496,2013,5,1,10,40,195.3,15.8
497,2013,5,1,10,50,195,15.6
498,2013,5,1,11,00,196.6,15.6
499,2013,5,1,11,10,193.1,15.7
500,2013,5,1,11,20,192.9,15.7
501,2013,5,1,11,30,192.3,15.4
502,2013,5,1,11,40,191.8,15.1
503,2013,5,1,11,50,192.2,15.3
504,2013,5,1,12,00,191.6,15.6
505,2013,5,1,12,10,194.2,15.9
506,2013,5,1,12,20,195.9,15.9
507,2013,5,1,12,30,194.8,16
508,2013,5,1,12,40,193.6,15.6
509,2013,5,1,12,50,193.1,15.7
510,2013,5,1,13,00,195.4,16
511,2013,5,1,13,10,197.4,16.1
512,2013,5,1,13,20,200,16.1
513,2013,5,1,13,30,200.1,15.8
514,2013,5,1,13,40,202.3,15.8
515,2013,5,1,13,50,204.4,15.4
516,2013,5,1,14,00,203.9,14.8
517,2013,5,1,14,10,203.9,14.2
518,2013,5,1,14,20,201.3,13.6
519,2013,5,1,14,30,200,13.3
520,2013,5,1,14,40,199.5,13.2
521,2013,5,1,14,50,200.6,13.1
522,2013,5,1,15,00,202.9,13
523,2013,5,1,15,10,202.2,13.5
524,2013,5,1,15,20,203.2,13.3
525,2013,5,1,15,30,203.6,13.3
526,2013,5,1,15,40,205.3,13.1
527,2013,5,1,15,50,207.6,13.1
528,2013,5,1,16,00,208.7,12.6
529,2013,5,1,16,10,208.4,12
530,2013,5,1,16,20,208.9,11.4
531,2013,5,1,16,30,210.9,10.8
532,2013,5,1,16,40,209.2,10.5
533,2013,5,1,16,50,206.8,10.4
534,2013,5,1,17,00,206.7,10.7
535,2013,5,1,17,10,205.5,10.6
536,2013,5,1,17,20,203.7,10.6
537,2013,5,1,17,30,200.7,10.3
538,2013,5,1,17,40,199.7,10.2
539,2013,5,1,17,50,198.7,9.9
540,2013,5,1,18,00,198.3,9.9
541,2013,5,1,18,10,196.2,9.6
542,2013,5,1,18,20,194.5,9
543,2013,5,1,18,30,193.2,8.7
544,2013,5,1,18,40,192.8,8.2
545,2013,5,1,18,50,191.3,7.8
546,2013,5,1,19,00,190.6,8
547,2013,5,1,19,10,185.9,7.4
548,2013,5,1,19,20,184,6.5
549,2013,5,1,19,30,194.6,5.6
550,2013,5,1,19,40,201.8,5
551,2013,5,1,19,50,198.3,4.9
552,2013,5,1,20,00,198.9,4.2
553,2013,5,1,20,10,203.4,4
554,2013,5,1,20,20,197.8,3.5
555,2013,5,1,20,30,199.1,3.2
556,2013,5,1,20,40,206.5,3.7
557,2013,5,1,20,50,213.4,4
558,2013,5,1,21,00,217.3,3.7
559,2013,5,1,21,10,210.9,3.4
560,2013,5,1,21,20,216.2,3.1
561,2013,5,1,21,30,220.6,2.9
562,2013,5,1,21,40,222.3,3
563,2013,5,1,21,50,221.9,2.8
564,2013,5,1,22,00,219.2,2.9
565,2013,5,1,22,10,193.9,3.1
566,2013,5,1,22,20,200,3.3
567,2013,5,1,22,30,199.3,3.2
568,2013,5,1,22,40,206.3,3.1
569,2013,5,1,22,50,212.5,3.1
570,2013,5,1,23,00,222,3.3
571,2013,5,1,23,10,219.8,2.9
572,2013,5,1,23,20,217.5,2.8
573,2013,5,1,23,30,225.9,3.4
574,2013,5,1,23,40,222.9,3
575,2013,5,1,23,50,220.1,3.2
576,2013,5,2,0,00,210.8,2.3
577,2013,5,2,0,10,217.6,1.9
578,2013,5,2,0,20,213.2,1.8
579,2013,5,2,0,30,235.6,1.5
580,2013,5,2,0,40,207.3,1.4
581,2013,5,2,0,50,180.4,1.4
582,2013,5,2,1,00,215.9,1.3
583,2013,5,2,1,10,188.5,1
584,2013,5,2,1,20,146.7,1.2
585,2013,5,2,1,30,138.5,1.1
586,2013,5,2,1,40,130.6,1
587,2013,5,2,1,50,129,0.9
588,2013,5,2,2,00,114.1,1.5
589,2013,5,2,2,10,113.7,1.7
590,2013,5,2,2,20,118.1,1.9
591,2013,5,2,2,30,111,2.2
592,2013,5,2,2,40,114.1,2.2
593,2013,5,2,2,50,113.4,2.1
594,2013,5,2,3,00,114.5,2.7
595,2013,5,2,3,10,107.3,3.1
596,2013,5,2,3,20,116.4,3.4
597,2013,5,2,3,30,119.1,3.6
598,2013,5,2,3,40,121.6,3.8
599,2013,5,2,3,50,122.2,3.8
600,2013,5,2,4,00,119.1,3.9
601,2013,5,2,4,10,118.3,3.9
602,2013,5,2,4,20,119.9,4.3
603,2013,5,2,4,30,120.4,4.3
604,2013,5,2,4,40,118.4,4.7
605,2013,5,2,4,50,117.6,5
606,2013,5,2,5,00,115.7,5
607,2013,5,2,5,10,113.8,5.5
608,2013,5,2,5,20,113.2,5.9
609,2013,5,2,5,30,110,4.7
610,2013,5,2,5,40,64.8,1.5
611,2013,5,2,5,50,41.7,1.6
612,2013,5,2,6,00,4.1,2.6
613,2013,5,2,6,10,2.9,3.2
614,2013,5,2,6,20,353,4.4
615,2013,5,2,6,30,2.1,3.5
616,2013,5,2,6,40,356,3.9
617,2013,5,2,6,50,352.2,3.6
618,2013,5,2,7,00,17,2
619,2013,5,2,7,10,5.1,2.1
620,2013,5,2,7,20,340.8,2.8
621,2013,5,2,7,30,329.6,2.2
622,2013,5,2,7,40,336.5,1.6
623,2013,5,2,7,50,18.9,1.7
624,2013,5,2,8,00,353.4,2.6
625,2013,5,2,8,10,347.1,3.3
626,2013,5,2,8,20,341.9,4
627,2013,5,2,8,30,352.2,3.9
628,2013,5,2,8,40,354.2,5.6
629,2013,5,2,8,50,355.9,4.8
630,2013,5,2,9,00,0.7,4
631,2013,5,2,9,10,6.9,3.6
632,2013,5,2,9,20,18.7,3.4
633,2013,5,2,9,30,23.3,3.2
634,2013,5,2,9,40,37.1,2.8
635,2013,5,2,9,50,61.6,2.1
636,2013,5,2,10,00,41.1,2.9
637,2013,5,2,10,10,46,2.6
638,2013,5,2,10,20,54.9,3.1
639,2013,5,2,10,30,41.6,3.6
640,2013,5,2,10,40,28.9,4.1
641,2013,5,2,10,50,50,3.8
642,2013,5,2,11,00,63,3.8
643,2013,5,2,11,10,44.3,4.1
644,2013,5,2,11,20,23.3,4
645,2013,5,2,11,30,33.6,3.6
646,2013,5,2,11,40,29,3.9
647,2013,5,2,11,50,31.7,4
648,2013,5,2,12,00,29.7,4.3
649,2013,5,2,12,10,3,5.5
650,2013,5,2,12,20,358,5.9
651,2013,5,2,12,30,0.1,6.4
652,2013,5,2,12,40,358.8,6.6
653,2013,5,2,12,50,348.4,6.9
654,2013,5,2,13,00,349.6,6.6
655,2013,5,2,13,10,353.5,6.3
656,2013,5,2,13,20,1.1,5.9
657,2013,5,2,13,30,358.8,6.1
658,2013,5,2,13,40,1.9,5.7
659,2013,5,2,13,50,1.5,5.6
660,2013,5,2,14,00,14.8,4.6
661,2013,5,2,14,10,36,3.6
662,2013,5,2,14,20,53.3,3.2
663,2013,5,2,14,30,69.3,2.9
664,2013,5,2,14,40,94.5,3
665,2013,5,2,14,50,111.7,3.5
666,2013,5,2,15,00,127.5,4.3
667,2013,5,2,15,10,129.4,3.4
668,2013,5,2,15,20,137.4,2.5
669,2013,5,2,15,30,319.6,2.3
670,2013,5,2,15,40,327.6,2.7
671,2013,5,2,15,50,326,3.7
672,2013,5,2,16,00,331.2,4.3
673,2013,5,2,16,10,330.3,4.5
674,2013,5,2,16,20,336.4,5.5
