SiteID,Site Timezone,Data Timezone,Longitude,Latitude,Country
86821,-6,0,-89.12451,44.333202,United States
Year,Month,Day,Hour,Minute,wind direction at 80m (deg),wind speed at 80m (m/s)
2014,1,1,0,30,317.67,7.51
2014,1,1,1,30,322.85,8.01
2014,1,1,2,30,345,6.37
2014,1,1,3,30,352.81,6.3100000000000005
2014,1,1,4,30,2.06,6.24
2014,1,1,5,30,18.830000000000002,6.0200000000000005
2014,1,1,6,30,25.86,4.75
2014,1,1,7,30,27.580000000000002,4.43
2014,1,1,8,30,29.080000000000002,3.89
2014,1,1,9,30,32.62,3.38
2014,1,1,10,30,42.050000000000004,3.88
2014,1,1,11,30,56.22,3.95
2014,1,1,12,30,61.870000000000005,4.89
2014,1,1,13,30,55.49,5.43
2014,1,1,14,30,54.77,6.01
2014,1,1,15,30,47.43,6.38
2014,1,1,16,30,45.96,6.36
2014,1,1,17,30,42.67,6.3500000000000005
2014,1,1,18,30,38.75,6.29
2014,1,1,19,30,37.58,6.1000000000000005
2014,1,1,20,30,38.65,6.05
2014,1,1,21,30,34.980000000000004,6.19
2014,1,1,22,30,36.22,6.92
2014,1,1,23,30,40.800000000000004,6.7700000000000005
2014,1,2,0,30,33.89,7.3
2014,1,2,1,30,30.92,8.58
2014,1,2,2,30,31.37,9.07
2014,1,2,3,30,31.19,8.41
2014,1,2,4,30,33.18,7.96
2014,1,2,5,30,31.5,8.42
2014,1,2,6,30,32,8.11
2014,1,2,7,30,30.14,8.13
2014,1,2,8,30,29.11,7.84
2014,1,2,9,30,26.89,8.23
2014,1,2,10,30,24.18,8.13
2014,1,2,11,30,21.76,8.620000000000001
2014,1,2,12,30,17.78,8.98
2014,1,2,13,30,15.25,9.55
2014,1,2,14,30,14.96,9.36
2014,1,2,15,30,14.07,7.82
2014,1,2,16,30,12.94,7.22
2014,1,2,17,30,9.57,6.18
2014,1,2,18,30,358.71,5.86
2014,1,2,19,30,352.61,6.41
2014,1,2,20,30,346.36,6.78
2014,1,2,21,30,345.88,8.96
2014,1,2,22,30,344.72,7.66
2014,1,2,23,30,346.93,7.9
