SiteID,Site Timezone,Data Timezone,Longitude,Latitude,Country
86821,-6,0,-89.12451,44.333202,United States
Year,Month,Day,Hour,Minute,wind direction at 80m (deg),wind speed at 80m (m/s)
2006,1,1,0,30,308.46,5.23
2006,1,1,1,30,325.07,4.25
2006,1,1,2,30,330.23,2.47
2006,1,1,3,30,302.2,1
2006,1,1,4,30,237.76,1.55
2006,1,1,5,30,243.85,3.7600000000000002
2006,1,1,6,30,249,5.4
2006,1,1,7,30,253.89000000000001,4.96
2006,1,1,8,30,260.63,5.14
2006,1,1,9,30,265.81,4.28
2006,1,1,10,30,266.12,2.75
2006,1,1,11,30,271.08,1.1400000000000001
2006,1,1,12,30,79.63,2.07
2006,1,1,13,30,84.91,3.68
2006,1,1,14,30,74.14,4.19
2006,1,1,15,30,86.84,3.21
2006,1,1,16,30,98.81,3.69
2006,1,1,17,30,80.10000000000001,4.28
2006,1,1,18,30,83.53,5.16
2006,1,1,19,30,90.64,5.82
2006,1,1,20,30,85.47,6.21
2006,1,1,21,30,83.2,6.91
2006,1,1,22,30,73.89,8.5
2006,1,1,23,30,72.01,8.89
2006,1,2,0,30,73.99,9.09
2006,1,2,1,30,74.69,9.94
2006,1,2,2,30,70.8,11.11
2006,1,2,3,30,71.08,11.51
2006,1,2,4,30,69.63,12.13
2006,1,2,5,30,70.10000000000001,12.44
2006,1,2,6,30,71.60000000000001,13.13
2006,1,2,7,30,74.54,13.02
2006,1,2,8,30,71.96000000000001,13.8
2006,1,2,9,30,67.62,14.64
2006,1,2,10,30,65.73,15.120000000000001
2006,1,2,11,30,65.68,15.17
2006,1,2,12,30,67.89,14.76
2006,1,2,13,30,66.69,14.72
2006,1,2,14,30,62.45,15.21
2006,1,2,15,30,60.97,16.2
2006,1,2,16,30,61.980000000000004,16.71
2006,1,2,17,30,63.01,16.080000000000002
2006,1,2,18,30,64.79,15.19
2006,1,2,19,30,64.02,14.59
2006,1,2,20,30,60.45,15.48
2006,1,2,21,30,59.32,16.1
2006,1,2,22,30,56.08,15.71
2006,1,2,23,30,58.15,14.65
2006,1,3,0,30,54.31,14.88
2006,1,3,1,30,53.27,15.34
2006,1,3,2,30,52.49,15.14
2006,1,3,3,30,50.980000000000004,14.59
2006,1,3,4,30,51.09,12.82
2006,1,3,5,30,55.89,12.15
2006,1,3,6,30,47.85,10.44
2006,1,3,7,30,51.550000000000004,9.870000000000001
2006,1,3,8,30,57.730000000000004,8.88
2006,1,3,9,30,52.25,7.74
2006,1,3,10,30,29.21,5.43
2006,1,3,11,30,45.4,6.98
2006,1,3,12,30,61.370000000000005,8.43
2006,1,3,13,30,63.54,6.13
2006,1,3,14,30,71.13,5.01
2006,1,3,15,30,83.88,4.42
2006,1,3,16,30,83.06,3.0700000000000003
2006,1,3,17,30,84.37,2.49
2006,1,3,18,30,95.94,2.2
2006,1,3,19,30,95.65,2.18
2006,1,3,20,30,120.49000000000001,2.72
2006,1,3,21,30,128.23,3.35
2006,1,3,22,30,143.18,3.91
2006,1,3,23,30,146.37,4.25
2006,1,4,0,30,150.88,4.26
2006,1,4,1,30,148.70000000000002,4.19
2006,1,4,2,30,137.20000000000002,4.08
2006,1,4,3,30,144.8,4.72
2006,1,4,4,30,145.8,4.21
2006,1,4,5,30,150.46,4.07
2006,1,4,6,30,142.15,3.31
2006,1,4,7,30,137.36,3.0500000000000003
2006,1,4,8,30,127.77,3.19
2006,1,4,9,30,117.73,2.44
2006,1,4,10,30,88.69,1.69
2006,1,4,11,30,71.22,1.79
2006,1,4,12,30,71.88,1.17
2006,1,4,13,30,349.59000000000003,2.3000000000000003
2006,1,4,14,30,337.29,2.54
2006,1,4,15,30,309.88,3.89
2006,1,4,16,30,314.64,5.23
2006,1,4,17,30,310.35,6.09
2006,1,4,18,30,308.36,6.6000000000000005
2006,1,4,19,30,297.39,7.05
2006,1,4,20,30,296.27,8.94
2006,1,4,21,30,305.54,11.120000000000001
2006,1,4,22,30,307.53000000000003,10.99
2006,1,4,23,30,319.40000000000003,11.71
2006,1,5,0,30,326.63,10.53
2006,1,5,1,30,325.86,10.96
2006,1,5,2,30,313.03000000000003,11.33
