SiteID,Site Timezone,Data Timezone,Longitude,Latitude,Country
86821,-6,0,-89.12451,44.333202,United States
Year,Month,Day,Hour,Minute,wind direction at 80m (deg),wind speed at 80m (m/s)
2003,1,1,0,30,256.91,3.66
2003,1,1,1,30,299.79,6.390000000000001
2003,1,1,2,30,270.96,3.87
2003,1,1,3,30,308.37,5.43
2003,1,1,4,30,329,7
2003,1,1,5,30,344.15000000000003,8.370000000000001
2003,1,1,6,30,359.98,8.34
2003,1,1,7,30,8.31,7.71
2003,1,1,8,30,19.04,8.25
2003,1,1,9,30,25.34,8.76
2003,1,1,10,30,42.12,9.1
2003,1,1,11,30,41.6,9.11
2003,1,1,12,30,39.050000000000004,8.72
2003,1,1,13,30,44.550000000000004,8.9
2003,1,1,14,30,45.36,9
2003,1,1,15,30,50.03,9.370000000000001
2003,1,1,16,30,50.74,8.67
2003,1,1,17,30,52.620000000000005,9.13
2003,1,1,18,30,55.52,9.23
2003,1,1,19,30,48.71,8.59
2003,1,1,20,30,44.36,8.5
2003,1,1,21,30,38.95,8.64
2003,1,1,22,30,45.53,8.77
2003,1,1,23,30,46.79,10.73
2003,1,2,0,30,49.7,10.63
2003,1,2,1,30,47.910000000000004,10.55
2003,1,2,2,30,40.9,11.03
2003,1,2,3,30,42.6,10.74
2003,1,2,4,30,46.62,10.78
2003,1,2,5,30,46.94,9.57
2003,1,2,6,30,42.85,9.17
2003,1,2,7,30,42.61,8.83
2003,1,2,8,30,42.26,8.59
2003,1,2,9,30,48.29,8.55
2003,1,2,10,30,52.93,8.09
2003,1,2,11,30,52.94,7.18
2003,1,2,12,30,54.42,6.640000000000001
2003,1,2,13,30,49.64,6.6000000000000005
2003,1,2,14,30,37.21,6.71
2003,1,2,15,30,33.81,7.3100000000000005
2003,1,2,16,30,39.65,7.8100000000000005
2003,1,2,17,30,44.36,8.23
2003,1,2,18,30,44.01,8.58
2003,1,2,19,30,44.68,8.6
2003,1,2,20,30,45.35,9.05
2003,1,2,21,30,41.93,8.55
2003,1,2,22,30,40.18,8.870000000000001
2003,1,2,23,30,37.980000000000004,9.02
2003,1,3,0,30,33.34,10.040000000000001
2003,1,3,1,30,32.15,9.85
2003,1,3,2,30,32.230000000000004,9.620000000000001
2003,1,3,3,30,34.480000000000004,9.4
2003,1,3,4,30,32.71,8.52
2003,1,3,5,30,24.88,8.33
2003,1,3,6,30,23.8,8.19
2003,1,3,7,30,21.59,7.140000000000001
2003,1,3,8,30,10.15,7.24
2003,1,3,9,30,6.32,7.23
2003,1,3,10,30,14.65,6.74
2003,1,3,11,30,19.73,6.2
2003,1,3,12,30,12.120000000000001,6.09
2003,1,3,13,30,16.34,5.46
2003,1,3,14,30,9.38,4.54
2003,1,3,15,30,30.72,2.72
2003,1,3,16,30,356.58,1.93
2003,1,3,17,30,331.04,1.95
2003,1,3,18,30,316.78000000000003,1.61
2003,1,3,19,30,297.68,1.82
2003,1,3,20,30,294.63,2.2
2003,1,3,21,30,285.62,2.25
2003,1,3,22,30,289.41,2.07
2003,1,3,23,30,320.77,1
2003,1,4,0,30,291.66,0.39
2003,1,4,1,30,132.88,0.88
2003,1,4,2,30,168.23,1.3
2003,1,4,3,30,169.42000000000002,1.97
2003,1,4,4,30,192.82,2.5500000000000003
2003,1,4,5,30,189.54,2.42
2003,1,4,6,30,200.34,3.2600000000000002
2003,1,4,7,30,172.08,5.1000000000000005
2003,1,4,8,30,176.20000000000002,5.86
2003,1,4,9,30,195.97,6.3
2003,1,4,10,30,196.77,6.34
2003,1,4,11,30,173.63,6.07
2003,1,4,12,30,179.9,6.7
2003,1,4,13,30,171.17000000000002,5.61
2003,1,4,14,30,170.19,5.6000000000000005
2003,1,4,15,30,173.47,5.36
2003,1,4,16,30,176.03,5.62
2003,1,4,17,30,176.13,5.48
2003,1,4,18,30,171.61,4.9
2003,1,4,19,30,166.54,4.87
2003,1,4,20,30,160.78,4.6000000000000005
2003,1,4,21,30,156.93,4.3100000000000005
2003,1,4,22,30,159.22,5.2
2003,1,4,23,30,152.26,6.0200000000000005
2003,1,5,0,30,150.94,5.46
2003,1,5,1,30,156.91,4.72
2003,1,5,2,30,155.27,3.79
2003,1,5,3,30,159.73,3.9
2003,1,5,4,30,157.29,4.07
2003,1,5,5,30,148.71,4.76
2003,1,5,6,30,149.3,4.73
2003,1,5,7,30,160.08,4.65
2003,1,5,8,30,175.72,3.1
2003,1,5,9,30,177.98,2.2800000000000002
2003,1,5,10,30,139.72,1.82
2003,1,5,11,30,113.48,2.71
2003,1,5,12,30,120.75,3.18
2003,1,5,13,30,107.99000000000001,3.3000000000000003
2003,1,5,14,30,107.17,2.68
2003,1,5,15,30,84.19,2.14
2003,1,5,16,30,71.7,2.5
2003,1,5,17,30,74.81,2.42
2003,1,5,18,30,64.01,2.22
2003,1,5,19,30,33.32,2.1
2003,1,5,20,30,12.290000000000001,2.68
2003,1,5,21,30,0.5,3.5500000000000003
2003,1,5,22,30,350.71,5.22
2003,1,5,23,30,350.05,6.8500000000000005
2003,1,6,0,30,354.55,6.890000000000001
2003,1,6,1,30,1.12,8.41
2003,1,6,2,30,0.67,9.31
2003,1,6,3,30,7.640000000000001,9.24
2003,1,6,4,30,0.64,10.57
2003,1,6,5,30,1.05,12.01
2003,1,6,6,30,2.49,11.040000000000001
2003,1,6,7,30,354.85,10.33
2003,1,6,8,30,353.53000000000003,10.28
2003,1,6,9,30,349.88,10.51
2003,1,6,10,30,346.71,10.59
2003,1,6,11,30,341.96,10.450000000000001
2003,1,6,12,30,341.62,9.56
2003,1,6,13,30,333.67,7.5200000000000005
2003,1,6,14,30,338.63,8.65
2003,1,6,15,30,347.3,8.36
2003,1,6,16,30,345.17,7.7
2003,1,6,17,30,336.6,6.84
2003,1,6,18,30,324.94,5.95
2003,1,6,19,30,312.39,6.6000000000000005
2003,1,6,20,30,301.8,6.23
2003,1,6,21,30,294.8,7.25
2003,1,6,22,30,286.22,8.11
2003,1,6,23,30,276.58,8.4
2003,1,7,0,30,269.9,8.51
2003,1,7,1,30,271.66,9.42
2003,1,7,2,30,271.26,10.27
2003,1,7,3,30,267.69,10.38
2003,1,7,4,30,262.54,11.06
2003,1,7,5,30,263.93,14
2003,1,7,6,30,264.09000000000003,15.48
2003,1,7,7,30,263.69,15.9
2003,1,7,8,30,262.93,15.74
2003,1,7,9,30,260.91,14.64
2003,1,7,10,30,264.78000000000003,16.63
2003,1,7,11,30,266.9,16.240000000000002
2003,1,7,12,30,272.38,16.88
2003,1,7,13,30,278.13,17.39
2003,1,7,14,30,280.8,17.38
2003,1,7,15,30,284.31,15.59
2003,1,7,16,30,284.48,14.69
2003,1,7,17,30,282.62,15.13
2003,1,7,18,30,283.04,15.44
2003,1,7,19,30,282.49,15.25
2003,1,7,20,30,283.31,15.52
2003,1,7,21,30,280.45,14.4
2003,1,7,22,30,280.73,15.41
2003,1,7,23,30,281.79,16.36
2003,1,8,0,30,285.22,15.74
2003,1,8,1,30,289.35,14.35
2003,1,8,2,30,296.24,14.89
2003,1,8,3,30,295.2,13.82
2003,1,8,4,30,295.36,13.17
2003,1,8,5,30,298.02,13.49
2003,1,8,6,30,298.58,13.61
2003,1,8,7,30,297.21,13.39
2003,1,8,8,30,296.46,12.84
2003,1,8,9,30,291.84000000000003,12.280000000000001
2003,1,8,10,30,291,11.66
2003,1,8,11,30,283.26,9.35
2003,1,8,12,30,277.45,8.49
2003,1,8,13,30,265.77,10.13
2003,1,8,14,30,267.66,11.200000000000001
2003,1,8,15,30,255.51000000000002,9.03
2003,1,8,16,30,243.92000000000002,7.68
2003,1,8,17,30,255.70000000000002,8.74
2003,1,8,18,30,260.37,10.27
2003,1,8,19,30,279.66,15.700000000000001
2003,1,8,20,30,285.5,21.990000000000002
2003,1,8,21,30,290.15000000000003,21.67
2003,1,8,22,30,295.35,19.490000000000002
2003,1,8,23,30,295.46,18.53
2003,1,9,0,30,295.76,18.490000000000002
2003,1,9,1,30,298.07,18.240000000000002
2003,1,9,2,30,300.96,18.21
2003,1,9,3,30,301.45,17.92
2003,1,9,4,30,300.28000000000003,17.05
2003,1,9,5,30,298.82,16.46
2003,1,9,6,30,297.41,16.41
2003,1,9,7,30,296.3,17.07
2003,1,9,8,30,295.79,17.31
2003,1,9,9,30,297.71,17.7
2003,1,9,10,30,297.48,17.36
2003,1,9,11,30,296.09000000000003,16.64
2003,1,9,12,30,293.62,16.35
2003,1,9,13,30,291.37,15.67
2003,1,9,14,30,294.21,15.19
2003,1,9,15,30,301.01,12.85
2003,1,9,16,30,304.39,11.44
2003,1,9,17,30,0.1,9.84
2003,1,9,18,30,352.64,11.36
2003,1,9,19,30,355.54,9.06
2003,1,9,20,30,347.53000000000003,10.61
2003,1,9,21,30,340.96,10.78
2003,1,9,22,30,335.68,11.89
2003,1,9,23,30,340.38,13.450000000000001
2003,1,10,0,30,339.1,10.83
2003,1,10,1,30,328.11,11.22
2003,1,10,2,30,317.92,9.290000000000001
2003,1,10,3,30,317.64,10.51
2003,1,10,4,30,318.14,11.450000000000001
2003,1,10,5,30,314.12,12.200000000000001
2003,1,10,6,30,299.12,8.3
2003,1,10,7,30,302.33,10.39
2003,1,10,8,30,301.16,11.81
2003,1,10,9,30,297.85,10.69
2003,1,10,10,30,302.58,12.43
2003,1,10,11,30,306.09000000000003,11.8
2003,1,10,12,30,303.69,11
2003,1,10,13,30,309.71,12.83
2003,1,10,14,30,309.15000000000003,12.530000000000001
2003,1,10,15,30,311.90000000000003,12.22
2003,1,10,16,30,313.6,13.88
2003,1,10,17,30,311.69,14.280000000000001
