SiteID,Site Timezone,Data Timezone,Longitude,Latitude,Country
86821,-6,0,-89.12451,44.333202,United States
Year,Month,Day,Hour,Minute,wind direction at 80m (deg),wind speed at 80m (m/s)
2012,1,1,0,30,159.86,10.31
2012,1,1,1,30,160.48,9.49
2012,1,1,2,30,161.41,9.42
2012,1,1,3,30,155.88,7.59
2012,1,1,4,30,156.24,5.3
2012,1,1,5,30,149.57,2.7
2012,1,1,6,30,134.85,3.6
2012,1,1,7,30,130.03,3.33
2012,1,1,8,30,107.28,2.65
2012,1,1,9,30,40.4,1.93
2012,1,1,10,30,320.09000000000003,7.01
2012,1,1,11,30,335.52,15.69
2012,1,1,12,30,318.99,17.3
2012,1,1,13,30,315.21,19.91
2012,1,1,14,30,313.43,20.66
2012,1,1,15,30,313.31,19.02
2012,1,1,16,30,310.52,18.080000000000002
2012,1,1,17,30,307.63,16.330000000000002
2012,1,1,18,30,302.08,14.75
2012,1,1,19,30,297.88,15.91
2012,1,1,20,30,301.89,16.32
2012,1,1,21,30,302.17,18.23
2012,1,1,22,30,301.99,18.47
2012,1,1,23,30,303.51,18.61
2012,1,2,0,30,308.19,18.94
2012,1,2,1,30,310.96,19.53
2012,1,2,2,30,311.16,19.55
2012,1,2,3,30,311.19,19.04
2012,1,2,4,30,311.37,18.14
2012,1,2,5,30,311.03000000000003,17.48
2012,1,2,6,30,311.64,15.13
2012,1,2,7,30,313.26,15.17
2012,1,2,8,30,312.97,14.8
2012,1,2,9,30,314.47,15.57
2012,1,2,10,30,315.48,15.99
2012,1,2,11,30,316.33,16.46
2012,1,2,12,30,317.54,16.53
2012,1,2,13,30,321.3,15.85
2012,1,2,14,30,322.55,14.93
2012,1,2,15,30,322.98,13.47
2012,1,2,16,30,321.99,12.790000000000001
2012,1,2,17,30,325.97,13.540000000000001
2012,1,2,18,30,329.65000000000003,13.61
2012,1,2,19,30,329.23,13.69
2012,1,2,20,30,328.76,12.5
2012,1,2,21,30,327.6,12.33
2012,1,2,22,30,326.8,11.05
2012,1,2,23,30,323.36,11.98
2012,1,3,0,30,327.11,11.55
2012,1,3,1,30,330.99,10.51
2012,1,3,2,30,334.1,8.69
2012,1,3,3,30,331.07,8.13
2012,1,3,4,30,322.45,8.19
2012,1,3,5,30,311.72,8.09
2012,1,3,6,30,307.77,8.21
2012,1,3,7,30,305.84000000000003,7.5
2012,1,3,8,30,305.98,7.18
2012,1,3,9,30,308.12,6.82
2012,1,3,10,30,299.65000000000003,6.19
2012,1,3,11,30,303.51,6.37
2012,1,3,12,30,295.32,4.79
2012,1,3,13,30,263.98,2.58
2012,1,3,14,30,249.31,2.85
2012,1,3,15,30,224.77,2.58
2012,1,3,16,30,203.89000000000001,4.32
2012,1,3,17,30,201.75,5.69
2012,1,3,18,30,201.16,6.82
2012,1,3,19,30,198.73000000000002,7.390000000000001
2012,1,3,20,30,193.06,7.46
2012,1,3,21,30,192.98000000000002,8.81
2012,1,3,22,30,192.76,11.08
2012,1,3,23,30,198.81,11.8
