SiteID,Site Timezone,Data Timezone,Longitude,Latitude,Country
86821,-6,0,-89.12451,44.333202,United States
Year,Month,Day,Hour,Minute,wind direction at 80m (deg),wind speed at 80m (m/s)
2005,1,1,0,30,296.7,12.43
2005,1,1,1,30,305.31,10.57
2005,1,1,2,30,310.63,10.44
2005,1,1,3,30,318.89,8.99
2005,1,1,4,30,323.53000000000003,7.03
2005,1,1,5,30,322.16,6.140000000000001
2005,1,1,6,30,318.29,6.69
2005,1,1,7,30,329.94,6.58
2005,1,1,8,30,344.88,5.86
2005,1,1,9,30,6.83,5.76
2005,1,1,10,30,21.52,7.140000000000001
2005,1,1,11,30,31.080000000000002,8.120000000000001
2005,1,1,12,30,44.410000000000004,7.890000000000001
2005,1,1,13,30,58.980000000000004,7.13
2005,1,1,14,30,65.54,7.8100000000000005
2005,1,1,15,30,68.83,8.86
2005,1,1,16,30,78.45,9.43
2005,1,1,17,30,82.2,10.35
2005,1,1,18,30,88.54,8.67
2005,1,1,19,30,93.05,7.34
2005,1,1,20,30,90.59,9.64
2005,1,1,21,30,87.16,11.89
2005,1,1,22,30,94.64,12.280000000000001
2005,1,1,23,30,89.03,12.69
2005,1,2,0,30,96.85000000000001,11.34
2005,1,2,1,30,99.65,13
2005,1,2,2,30,117.44,14
2005,1,2,3,30,124.32000000000001,12.51
2005,1,2,4,30,130.81,12.77
2005,1,2,5,30,138.08,12.790000000000001
2005,1,2,6,30,141.28,14.41
2005,1,2,7,30,156.98,14.02
2005,1,2,8,30,204.69,4.67
2005,1,2,9,30,194.77,5.36
2005,1,2,10,30,223.92000000000002,6.55
2005,1,2,11,30,253.70000000000002,6.87
2005,1,2,12,30,278.57,10.3
2005,1,2,13,30,288.22,13.81
2005,1,2,14,30,293.38,14.83
2005,1,2,15,30,296.35,12.96
2005,1,2,16,30,298.14,10.77
2005,1,2,17,30,298.39,10.43
2005,1,2,18,30,299.69,10.07
2005,1,2,19,30,300.39,9.68
2005,1,2,20,30,298.14,8.89
2005,1,2,21,30,289.36,8.45
2005,1,2,22,30,285.97,10.18
2005,1,2,23,30,291.38,11.120000000000001
2005,1,3,0,30,296.13,10.63
2005,1,3,1,30,296.98,9.19
2005,1,3,2,30,293.83,7.3100000000000005
2005,1,3,3,30,294.84000000000003,6.51
2005,1,3,4,30,305.81,5.95
2005,1,3,5,30,323.97,6.9
2005,1,3,6,30,332.82,6.43
2005,1,3,7,30,337.7,5.8
2005,1,3,8,30,333.8,4.98
2005,1,3,9,30,334.43,4.87
2005,1,3,10,30,338.59000000000003,5.07
2005,1,3,11,30,340.31,4.98
2005,1,3,12,30,346.93,4.7700000000000005
2005,1,3,13,30,355.98,4.21
2005,1,3,14,30,355.84000000000003,4.03
2005,1,3,15,30,6.13,3.04
2005,1,3,16,30,0.76,3.11
2005,1,3,17,30,349.75,3.1
2005,1,3,18,30,349.43,3.96
2005,1,3,19,30,348.97,3.75
2005,1,3,20,30,351.45,3.83
2005,1,3,21,30,357.47,4.47
2005,1,3,22,30,355.29,4.78
2005,1,3,23,30,5.92,4.21
2005,1,4,0,30,10.78,4.82
2005,1,4,1,30,23.62,5.75
2005,1,4,2,30,35.01,5.8500000000000005
2005,1,4,3,30,48.01,4.76
2005,1,4,4,30,39.76,4.87
2005,1,4,5,30,29.35,4.65
2005,1,4,6,30,20.990000000000002,3.99
2005,1,4,7,30,11.97,3.06
2005,1,4,8,30,6.13,2.11
2005,1,4,9,30,349.92,1.6500000000000001
2005,1,4,10,30,320.5,1.8900000000000001
2005,1,4,11,30,324.15000000000003,2.21
2005,1,4,12,30,308,2.29
2005,1,4,13,30,316.3,2.91
2005,1,4,14,30,311.5,3.5700000000000003
2005,1,4,15,30,321.18,3.71
2005,1,4,16,30,324.29,3.66
2005,1,4,17,30,326.72,3.4
2005,1,4,18,30,318.95,3.49
2005,1,4,19,30,321.77,5.03
2005,1,4,20,30,338.09000000000003,6.3100000000000005
2005,1,4,21,30,345.45,7.19
2005,1,4,22,30,349.82,8.16
2005,1,4,23,30,0.86,8.17
2005,1,5,0,30,10.59,9.44
2005,1,5,1,30,17.03,8.6
2005,1,5,2,30,23.06,9.01
2005,1,5,3,30,28.060000000000002,9.9
2005,1,5,4,30,31.82,9.47
2005,1,5,5,30,30.26,9.67
2005,1,5,6,30,29.3,10.35
2005,1,5,7,30,24.93,10.28
2005,1,5,8,30,26.86,10.28
2005,1,5,9,30,27.990000000000002,9.56
2005,1,5,10,30,30.080000000000002,10.28
2005,1,5,11,30,30.45,10.38
2005,1,5,12,30,34.06,11.09
2005,1,5,13,30,31.2,12
2005,1,5,14,30,35.410000000000004,11.09
2005,1,5,15,30,40.300000000000004,10.17
2005,1,5,16,30,40.94,9.53
2005,1,5,17,30,42.4,9.540000000000001
2005,1,5,18,30,38.76,8.93
2005,1,5,19,30,40.21,8.76
2005,1,5,20,30,42.27,8.06
2005,1,5,21,30,41.53,7.9
2005,1,5,22,30,38.35,7.78
2005,1,5,23,30,35.85,9.36
2005,1,6,0,30,37.44,10.18
2005,1,6,1,30,38.47,10
2005,1,6,2,30,41.43,10.11
2005,1,6,3,30,39.96,10.17
2005,1,6,4,30,39.63,10.46
2005,1,6,5,30,38.68,9.77
2005,1,6,6,30,33.980000000000004,8.98
2005,1,6,7,30,35.65,7.79
2005,1,6,8,30,37.4,7.25
2005,1,6,9,30,33.51,6.49
2005,1,6,10,30,29.96,7.19
2005,1,6,11,30,27.22,7.66
2005,1,6,12,30,24.6,7.29
2005,1,6,13,30,21.72,6.37
2005,1,6,14,30,15.8,6.9
2005,1,6,15,30,18.02,6.09
2005,1,6,16,30,18.91,4.98
2005,1,6,17,30,359.23,3.38
2005,1,6,18,30,330.63,2.34
2005,1,6,19,30,299.96,3.22
2005,1,6,20,30,294.64,4.69
2005,1,6,21,30,287.86,4.96
2005,1,6,22,30,279.89,5.3
2005,1,6,23,30,275.74,6.37
2005,1,7,0,30,276.85,8.09
2005,1,7,1,30,270.15,8.41
2005,1,7,2,30,260.38,8.07
2005,1,7,3,30,257.42,8.07
2005,1,7,4,30,250.63,8.11
2005,1,7,5,30,248.27,8.94
2005,1,7,6,30,242.74,9.56
2005,1,7,7,30,237.56,8.72
2005,1,7,8,30,236.39000000000001,8.89
2005,1,7,9,30,229.93,8.75
2005,1,7,10,30,227.26,8.45
2005,1,7,11,30,223.36,8.19
2005,1,7,12,30,223.31,7.890000000000001
2005,1,7,13,30,221.78,7.97
2005,1,7,14,30,218.03,8.81
2005,1,7,15,30,219.36,9.040000000000001
2005,1,7,16,30,220.83,8.76
2005,1,7,17,30,220.52,8.34
2005,1,7,18,30,221.59,8.3
2005,1,7,19,30,223.35,8.21
2005,1,7,20,30,224.39000000000001,8.03
2005,1,7,21,30,221.96,7.58
2005,1,7,22,30,217.75,7.65
2005,1,7,23,30,220.8,8.2
2005,1,8,0,30,227.48000000000002,8.34
2005,1,8,1,30,232.44,8.47
2005,1,8,2,30,245.74,7.04
2005,1,8,3,30,254.71,6.23
2005,1,8,4,30,267.87,6.43
2005,1,8,5,30,271.24,6.16
2005,1,8,6,30,274.15000000000003,6.23
2005,1,8,7,30,287.68,6.47
2005,1,8,8,30,300.84000000000003,7.0600000000000005
2005,1,8,9,30,305.95,5.16
2005,1,8,10,30,321.13,2.49
2005,1,8,11,30,335.99,2.88
2005,1,8,12,30,344.28000000000003,3.83
2005,1,8,13,30,342.87,4.25
2005,1,8,14,30,343.47,2.84
2005,1,8,15,30,321.98,1.36
2005,1,8,16,30,261.63,1.2
2005,1,8,17,30,222.91,1.37
2005,1,8,18,30,242.64000000000001,1.76
2005,1,8,19,30,205.66,1.57
2005,1,8,20,30,191.86,1.92
2005,1,8,21,30,178.25,3.42
2005,1,8,22,30,195.22,5.21
2005,1,8,23,30,202.33,5.91
2005,1,9,0,30,189.35,6.26
2005,1,9,1,30,208.02,6.8100000000000005
2005,1,9,2,30,205.93,6.84
2005,1,9,3,30,215.45000000000002,6.49
2005,1,9,4,30,201.46,6.24
2005,1,9,5,30,203.8,6.8100000000000005
2005,1,9,6,30,215.65,7.7700000000000005
2005,1,9,7,30,218.78,6.9
2005,1,9,8,30,224.34,5.99
2005,1,9,9,30,222.62,5.99
2005,1,9,10,30,214.92000000000002,6.13
2005,1,9,11,30,212.02,5.98
2005,1,9,12,30,201.46,5.39
2005,1,9,13,30,190.97,4.8
2005,1,9,14,30,181.87,5.26
2005,1,9,15,30,173.03,4.13
2005,1,9,16,30,174.49,5.34
2005,1,9,17,30,180.09,5.93
2005,1,9,18,30,184.11,6.46
2005,1,9,19,30,190.70000000000002,6.1000000000000005
2005,1,9,20,30,189.82,5.8100000000000005
2005,1,9,21,30,193.4,6.2700000000000005
2005,1,9,22,30,209.86,7.1000000000000005
2005,1,9,23,30,221.74,7.12
2005,1,10,0,30,237.18,8.58
2005,1,10,1,30,266.88,10.75
2005,1,10,2,30,292.89,12.71
2005,1,10,3,30,309.61,13.99
2005,1,10,4,30,317.68,13.15
2005,1,10,5,30,318.25,11.92
2005,1,10,6,30,316.16,12.27
2005,1,10,7,30,313.96,11.3
2005,1,10,8,30,307.93,9.76
2005,1,10,9,30,293.39,8.59
2005,1,10,10,30,302.14,11.23
2005,1,10,11,30,312.1,9.67
2005,1,10,12,30,320.76,10.43
2005,1,10,13,30,321.23,8.33
2005,1,10,14,30,311.6,6.7
2005,1,10,15,30,300.3,5.08
2005,1,10,16,30,303.64,4.43
2005,1,10,17,30,315.66,3.35
2005,1,10,18,30,321.83,3.77
2005,1,10,19,30,327.65000000000003,3.0700000000000003
2005,1,10,20,30,348.78000000000003,2.71
2005,1,10,21,30,9.07,2.41
2005,1,10,22,30,27.51,1.75
2005,1,10,23,30,62.34,1.47
2005,1,11,0,30,78.55,1.75
2005,1,11,1,30,118.25,1.6300000000000001
2005,1,11,2,30,131.87,1.84
2005,1,11,3,30,83.14,1.87
2005,1,11,4,30,62.36,2.96
2005,1,11,5,30,66.88,3.23
2005,1,11,6,30,69.17,3.34
2005,1,11,7,30,84.44,2.45
2005,1,11,8,30,73.67,2.0100000000000002
2005,1,11,9,30,42.69,2.15
2005,1,11,10,30,30.810000000000002,3.27
2005,1,11,11,30,32.01,4.11
2005,1,11,12,30,45.47,4.24
2005,1,11,13,30,56.32,3.92
2005,1,11,14,30,56.64,3.65
2005,1,11,15,30,38.79,3.42
2005,1,11,16,30,44.24,3.87
2005,1,11,17,30,53.980000000000004,3.6
2005,1,11,18,30,58.45,3.5700000000000003
2005,1,11,19,30,57.800000000000004,3.54
2005,1,11,20,30,61.53,4.21
2005,1,11,21,30,65.88,5.37
2005,1,11,22,30,71.31,6.18
2005,1,11,23,30,67.34,7.48
2005,1,12,0,30,71.07000000000001,8.25
2005,1,12,1,30,72.39,7.5200000000000005
2005,1,12,2,30,70.59,8.32
2005,1,12,3,30,75.4,8.17
2005,1,12,4,30,78.37,8.32
2005,1,12,5,30,83.71000000000001,8.790000000000001
2005,1,12,6,30,89.8,9.5
2005,1,12,7,30,93.97,9.85
2005,1,12,8,30,92.09,9.700000000000001
2005,1,12,9,30,88.94,9.76
2005,1,12,10,30,92.93,9.63
2005,1,12,11,30,91.82000000000001,9.34
2005,1,12,12,30,104.49000000000001,9.450000000000001
2005,1,12,13,30,101.63,9.26
2005,1,12,14,30,106.61,9.370000000000001
2005,1,12,15,30,113.56,9.08
2005,1,12,16,30,126.34,7.82
2005,1,12,17,30,148.41,6.3100000000000005
2005,1,12,18,30,193.16,7.61
2005,1,12,19,30,212.53,9.540000000000001
2005,1,12,20,30,220.71,10.26
2005,1,12,21,30,229.08,10.49
2005,1,12,22,30,244.76,9.68
2005,1,12,23,30,238.15,8.58
2005,1,13,0,30,255.95000000000002,10.23
2005,1,13,1,30,266.58,9.94
2005,1,13,2,30,275.21,11.040000000000001
2005,1,13,3,30,284.33,11.91
2005,1,13,4,30,296.12,12.24
2005,1,13,5,30,301.42,12.84
2005,1,13,6,30,301.7,12.51
2005,1,13,7,30,310.40000000000003,12.69
2005,1,13,8,30,313.11,11.84
2005,1,13,9,30,318.5,10.32
2005,1,13,10,30,324.12,11.06
2005,1,13,11,30,325.75,11.18
2005,1,13,12,30,319.78000000000003,11.85
2005,1,13,13,30,314.05,12.780000000000001
2005,1,13,14,30,311.41,12.18
2005,1,13,15,30,314.28000000000003,12.46
2005,1,13,16,30,311.39,12.72
2005,1,13,17,30,311.91,13.290000000000001
2005,1,13,18,30,311.44,13.56
2005,1,13,19,30,309.6,13.280000000000001
2005,1,13,20,30,307.39,11.51
2005,1,13,21,30,305.41,11.68
2005,1,13,22,30,311.63,10.05
2005,1,13,23,30,317.18,11.19
2005,1,14,0,30,315.12,10.65
2005,1,14,1,30,312,10.18
2005,1,14,2,30,313.35,10.78
2005,1,14,3,30,315.04,12.46
2005,1,14,4,30,312.36,12.24
2005,1,14,5,30,308.34000000000003,11.58
