SiteID,Site Timezone,Data Timezone,Longitude,Latitude,Country
86821,-6,0,-89.12451,44.333202,United States
Year,Month,Day,Hour,Minute,wind direction at 80m (deg),wind speed at 80m (m/s)
2018,1,1,0,30,304.76,10.63
2018,1,1,1,30,303.28000000000003,10.120000000000001
2018,1,1,2,30,303.82,11.55
2018,1,1,3,30,299.49,12.09
2018,1,1,4,30,299.23,12.49
2018,1,1,5,30,300.63,12.370000000000001
2018,1,1,6,30,303.24,12.72
2018,1,1,7,30,304.68,12.65
2018,1,1,8,30,304.82,12.43
2018,1,1,9,30,303.79,12.31
2018,1,1,10,30,302.66,12.25
2018,1,1,11,30,302.46,11.93
2018,1,1,12,30,302.2,11.9
2018,1,1,13,30,302.53000000000003,11.78
2018,1,1,14,30,302.99,11.370000000000001
2018,1,1,15,30,305.57,9.81
2018,1,1,16,30,301.95,8.73
2018,1,1,17,30,295.8,7.98
2018,1,1,18,30,293.01,8.06
2018,1,1,19,30,291.95,8.36
2018,1,1,20,30,290.99,8.96
2018,1,1,21,30,289.56,9.040000000000001
2018,1,1,22,30,289.27,10.53
2018,1,1,23,30,291.17,11.73
2018,1,2,0,30,292.67,13.1
2018,1,2,1,30,294.24,13.35
2018,1,2,2,30,294.49,13.68
2018,1,2,3,30,291.33,13.200000000000001
2018,1,2,4,30,289.16,12.450000000000001
2018,1,2,5,30,284.98,12.5
2018,1,2,6,30,284.11,12.58
2018,1,2,7,30,284.72,13
2018,1,2,8,30,282.51,13.65
2018,1,2,9,30,279.16,13.01
2018,1,2,10,30,272.16,11.86
2018,1,2,11,30,267.17,11.72
2018,1,2,12,30,265.06,12.450000000000001
2018,1,2,13,30,264.12,13.08
2018,1,2,14,30,265.94,12.96
2018,1,2,15,30,263.64,10.66
2018,1,2,16,30,254.9,9.450000000000001
2018,1,2,17,30,248.42000000000002,11.290000000000001
2018,1,2,18,30,246.78,11.74
2018,1,2,19,30,241.81,12.370000000000001
2018,1,2,20,30,236.71,12.790000000000001
2018,1,2,21,30,233.38,13.72
2018,1,2,22,30,235.02,14.9
2018,1,2,23,30,232.58,14.780000000000001
2018,1,3,0,30,235.51,15.71
